13308075,24993214
32654751,25793357
15010990,17663571
24379523,22080696
15846644,20809912
1422991,7717980
13851016,31221691
22210193,8732226
26399084,25991968
14251746,1880397
23279047,11881036
24510450,11573034
10767695,8178993
7087654,9393338
29449424,32789029
12357183,19794714
8214584,2534416
24543724,31693242
31194647,7616665
16649384,31652507
32736746,27263661
14857112,15903279
17541172,737827
23162254,8084719
23809458,16293313
25209547,875816
14983581,20750708
26316483,6949895
12982637,28389107
18905199,16689520
24429298,1231785
25368679,2045600
18829361,31789847
23469671,21790770
18900729,10731925
5405284,8887417
10498186,20201359
1361884,30405576
9405491,22860344
23280778,1554605
5820005,23009997
14278182,24514205
11174923,31447631
22828367,6716972
198806,24806385
29027932,4406845
25488305,16286976
14662439,11258452
31115766,27708816
20173699,25933431
21129870,16552371
15590536,5714348
21850671,4779917
30218583,12300460
25256533,29795067
13134465,23349944
2654750,15316003
8195001,16968500
10779837,6789806
14254585,1186551
19335129,1254396
25192126,29314282
7561940,10946320
27819917,20171256
4326994,13170045
8526682,26939603
16329202,24618281
20322828,24198809
16827550,26034972
14949550,16473575
21334611,27360306
4038547,8309335
19575002,4672746
29731316,26521338
29651782,17798698
30069069,26445520
11788975,30837039
16648462,12775112
20844807,23845250
5675470,3574102
8620407,27314219
11347375,10202137
4184111,2035
3101198,31166634
13244931,16690939
4065583,10045965
11381456,19883628
22268171,28856535
17010688,937364
29466350,3575943
8956706,21565988
18530816,12321062
24680185,19403755
23247212,31097007
26726367,15697610
204105,27480125
1568513,32959023
6212590,17617315
26005043,14571992
31154136,12804692
14147827,17346607
23678157,1308989
25062740,24358657
1166682,5701005
7738973,9496537
27931749,14034168
2086837,1010118
24168685,14256242
23243006,17551067
27430049,18810623
33226203,18260003
30257282,21757578
32095728,7646052
2917671,21289813
2268886,20337251
21161689,18906898
4554858,14061574
25624614,26183961
5179985,22866959
24133658,16357848
19451945,19094199
15141824,12403700
19345480,13537792
32474392,7011891
25786223,24195824
6568991,8950178
9835103,28623248
28131625,24752156
16202927,215790
20929048,2889624
8071895,9848042
19435176,12216167
10724300,14100504
24992382,8983758
29547808,4259965
29300237,10304796
6599425,30684792
26939919,30272427
16942096,31169932
1897388,28723951
7573349,3140452
28875261,21143560
1192377,1152476
27965459,10707165
7226641,1915706
17160481,20557151
30192861,10003594
6698758,9401567
3837669,7513665
7611843,17570066
1898498,11214843
32856349,21295303
30274028,9871532
12284935,25175250
13520424,25116906
32809981,21004856
26607711,28744123
27002110,16942377
20168990,20961945
8760637,21401792
4331601,17917435
15731279,11698213
27850103,26708009
16002010,27131406
422379,32657575
26948232,23713824
2996256,8114944
15391835,21189711
18272600,14587946
11571719,10610344
15452563,9590371
19131272,19400356
17674310,7051709
4316296,6278022
5569195,4613156
12786638,14804925
20656911,20475950
20276052,19534829
11939614,24260210
10115381,17791631
7191928,26888634
3853324,24296894
10115469,22739658
24899585,2507057
28080923,11483410
25228311,14220019
2557244,28074506
7346672,6335955
9613163,29345149
19526830,19831079
29000037,18555295
19273235,17947094
25239895,1834518
27573131,21328192
25313839,23364059
4947789,12953350
28407442,16077870
17706035,3261239
8293185,8115553
9901426,4484852
22925940,1769677
25574885,15131139
24573943,31724982
4631809,13755501
10849413,32717141
2601,31200158
29488443,24125686
26376578,30362389
10375835,9434944
25051126,12585266
7323891,32545954
19555971,21604638
18320036,22189826
31977353,19518305
6816541,11731347
3453751,32315172
16533513,3543563
28058312,11450029
22516864,2217224
24609966,22467105
16165045,25958375
4535896,13419522
32147201,5411546
22651577,30421899
33418677,12438144
22505281,28481885
29164441,31083723
3740511,1913739
30352259,7692668
10520899,1388184
11276780,31359736
3721474,20552022
32943593,8026308
3758527,33362513
29220217,276843
18421524,10517926
17271683,25120285
12804933,12385012
28806260,26988232
32579965,672594
14918887,18985457
583102,18616291
10828856,20224036
28441232,23964169
9370476,7794475
5158719,2543296
1521501,10470896
4105132,25239338
32377737,27160119
19042673,17952980
27654510,22451726
9872503,33157309
407263,17520426
30064544,19084445
7148602,3430146
18050238,22513291
14518749,24770297
27697512,28077935
10193616,25247808
17511663,2704730
15577347,31075299
30012929,30264134
32945675,23569312
21926199,24002627
21262792,14458094
15164460,32281766
20661970,18447340
15231809,15621164
14842659,4522118
20525763,26508461
10910176,2677908
21665423,20777312
28303783,11023938
25273826,30520116
27267399,31606399
10728314,24524619
24386387,13727684
7795893,33209630
8136567,30696952
8230094,11970129
27643629,11429047
16337896,22637245
26898432,18693572
32889863,13712324
27085581,5647860
21745838,19583581
13040092,26297169
31785008,13859843
29030593,8692673
3414134,439021
11470701,6123524
1733466,9162416
23698898,11954995
6162737,31924934
8065034,23186351
24582850,7647495
25871013,33037995
11310658,12709528
19758908,19821601
18992518,19429979
13766599,7249279
20598283,15567982
21251467,21603794
22285829,13751981
31127309,10702515
12004376,6555355
21614329,20040124
5222879,32349027
22707291,11770590
9151474,6210626
25195286,7015493
32550029,19077668
28668423,10969387
28530818,29265468
27390641,13926739
45215,33068498
7994593,6728568
10253353,3915047
30086962,8214909
16047006,28966303
29471701,17524122
25367907,7531466
18483084,20917341
1056896,17338952
22556467,10509243
12239900,25892637
21259987,8313855
17278160,20617582
27810705,12796893
19030935,6983225
7917682,10622322
3720288,15909649
15295570,1316474
10065153,3708506
4048382,258683
21163950,19359012
30050763,31488580
12123800,4335371
11444907,8372324
6953182,20066635
32749318,17729289
21588859,4235886
24488035,17133550
25748310,24217778
1518378,15639475
14360,24767910
19970683,1552994
25971196,8720901
17238652,5292902
31588150,20565344
9230852,9455552
24440854,20952460
21506826,16631236
5700516,29158010
5437382,26444310
28102848,17408863
15855849,25837134
7803526,30302928
14626768,20480488
2261264,27101125
5344800,22832868
6158915,17910304
656047,18362313
17676496,30183848
12417575,11764070
7500302,20446999
6922307,11630343
25384409,21327666
5010708,8612982
24509976,21215353
33544245,22922624
1150485,20636801
12184152,765783
32316505,21966440
15189002,7165069
8356888,20390022
27789096,3522800
33187327,23053263
6602457,32456474
8254046,6910969
10901635,16436717
2199932,4264938
30588575,27650259
26812711,5017206
32130259,22397438
26331439,8865779
23503671,28621430
17750775,27518387
24982839,10147898
26299063,24975586
7048940,28358467
5084080,8350424
30065251,7501472
24036059,33218912
28892333,15331213
13923922,20263423
32487720,19503285
16210455,32285641
24823782,21615
32410964,17903555
32590490,9342281
14345677,10840154
18242036,2289815
5618084,31174912
18496466,2444119
10629648,448372
15708469,28641849
19704898,21475500
19032405,2302467
15063054,16544779
2635205,8466980
15832705,14331850
24867351,22415295
5149985,13785645
577485,18793454
902367,32519050
19127843,14699659
9606781,8906152
29012858,29023046
24696964,1805694
12096734,25555794
1944950,23536857
19912337,1196647
8967008,5968373
2291437,19756658
22863990,14842766
27960230,18242984
24816359,22044785
20475832,2767703
29379715,16931349
20119281,7575595
8492397,123460
15127184,15431999
7392112,8744033
7680192,16537010
20825639,25830215
18831224,29284122
24203943,4072790
379279,14151052
6147010,9054385
9997186,24806540
24018587,3213871
13898683,21082793
14697894,20212244
11929818,18289165
14237389,8364554
28518104,27299017
32383949,5673076
23808620,25545769
1316482,4484495
22032551,13379279
26748229,15245182
12939042,6610405
7661064,19712696
11208617,24196654
31770956,5811430
32391377,26672698
10989739,30812350
3447638,28499841
9332491,707035
32592568,20507836
10048312,12349470
18175471,6536243
9674740,5587618
22186921,15958358
24878901,31457988
13370358,25003354
21946559,10606672
10219467,20812592
28233382,3291220
22304066,31123357
19670279,21829794
24051201,12941995
6734973,22002321
22186931,27493456
4632970,6125557
22836464,32404102
29167013,1615336
6318987,22455197
20642047,3952993
30135200,1219610
25892533,21942811
25559387,15571928
4939674,20672752
9595333,977603
31623733,9119493
19354017,19624432
10031397,31607802
25185185,25344601
21253007,26435973
4097526,14399233
10788286,12487577
